FLT,FLT_next,REG,ITY,NAT,PAX,DES,ORG,start_time,end_time,arrival,towing,departure,stand,f,start,end,CGMS,prev,next
SQ635,SQ326,9VSWM,B77W,PAX,0.0,FRA,HND,2019-05-13 04:55:00,2019-05-13 05:55:00,1.0,0.0,0.0,B7,1.0,295.0,355.0,B8,arr,tow
SQ635,SQ326,9VSWM,B77W,PAX,0.0,FRA,HND,2019-05-13 05:55:00,2019-05-13 11:55:00,0.0,1.0,0.0,206,1.0,355.0,715.0,B8,tow,tow
SQ635,SQ326,9VSWM,B77W,PAX,0.0,FRA,HND,2019-05-13 11:55:00,2019-05-13 13:55:00,0.0,0.0,1.0,B8,1.0,715.0,835.0,B8,tow,dpt
SQ327,SQ327,9VSMD,A359,PAX,0.0,,MUC,2019-05-13 07:00:00,2019-05-13 23:59:00,1.0,1.0,0.0,202,1.0,420.0,1439.0,B3,arr,tow
SQ328,SQ328,9VSMJ,A359,PAX,0.0,MUC,,2019-05-13 00:00:00,2019-05-13 00:30:00,1.0,0.0,1.0,B1,1.0,0.0,30.0,A3,arr,dpt
SQ336,SQ336,9VSKL,A388,PAX,0.0,CDG,,2019-05-13 00:00:00,2019-05-13 00:15:00,1.0,0.0,1.0,B5,1.0,0.0,15.0,B7,arr,dpt
SQ346,SQ346,9VSKW,A388,PAX,0.0,ZRH,,2019-05-13 00:00:00,2019-05-13 01:25:00,1.0,0.0,1.0,A5,1.0,0.0,85.0,A10,arr,dpt
SQ362,SQ362,9VSMB,A359,PAX,0.0,ARN,,2019-05-13 00:00:00,2019-05-13 00:20:00,1.0,0.0,1.0,B2,1.0,0.0,20.0,B1,arr,dpt
SQ365,SQ365,9VSMC,A359,PAX,0.0,,FCO,2019-05-13 06:00:00,2019-05-13 23:59:00,1.0,1.0,0.0,467,1.0,360.0,1439.0,F54,arr,tow
SQ366,SQ366,9VSMF,A359,PAX,0.0,FCO,,2019-05-13 00:00:00,2019-05-13 01:30:00,1.0,0.0,1.0,A1,1.0,0.0,90.0,A2,arr,dpt
SQ377,SQ377,9VSMR,A359,PAX,0.0,,BCN,2019-05-13 07:00:00,2019-05-13 23:59:00,1.0,1.0,0.0,201,1.0,420.0,1439.0,E12,arr,tow
SQ391,SQ8871,9VSVM,B772,PAX,0.0,A/T,IST,2019-05-13 05:00:00,2019-05-13 08:00:00,1.0,0.0,1.0,A19,1.0,300.0,480.0,A20,arr,dpt
SQ8871,SQ968,9VSVM,B772,CRW,0.0,CGK,A/T,2019-05-13 12:00:00,2019-05-13 19:55:00,1.0,0.0,0.0,A18,1.0,720.0,1195.0,508,arr,tow
SQ8871,SQ968,9VSVM,B772,CRW,0.0,CGK,A/T,2019-05-13 19:55:00,2019-05-13 21:55:00,0.0,0.0,1.0,E26,1.0,1195.0,1315.0,508,tow,dpt
SQ392,SQ392,9VSVC,B772,PAX,0.0,IST,,2019-05-13 00:00:00,2019-05-13 01:45:00,1.0,0.0,1.0,A19,1.0,0.0,105.0,C22,arr,dpt
SQ981,SQ402,9VSCH,B78X,PAX,0.0,DEL,BKK,2019-05-13 00:25:00,2019-05-13 02:35:00,1.0,0.0,1.0,A14,1.0,25.0,155.0,A11,arr,dpt
SQ401,SQ401,9VSCH,B78X,PAX,0.0,,DEL,2019-05-13 17:25:00,2019-05-13 23:59:00,1.0,1.0,0.0,206,1.0,1045.0,1439.0,A16,arr,tow
SQ403,SQ802,9VSKG,A388,PAX,0.0,PEK,DEL,2019-05-13 06:10:00,2019-05-13 08:30:00,1.0,0.0,1.0,B2,1.0,370.0,510.0,B2,arr,dpt
SQ807,SQ807,9VSKG,A388,PAX,0.0,,PEK,2019-05-13 23:00:00,2019-05-13 23:59:00,1.0,0.0,0.0,F60,1.0,1380.0,1439.0,B7,arr,tow
SQ423,SQ406,9VSKK,A388,PAX,0.0,DEL,BOM,2019-05-13 07:40:00,2019-05-13 16:50:00,1.0,0.0,1.0,B4,1.0,460.0,1010.0,A10,arr,dpt
SQ637,SQ424,9VSKF,A388,PAX,0.0,BOM,NRT,2019-05-13 17:20:00,2019-05-13 19:00:00,1.0,0.0,1.0,A10,1.0,1040.0,1140.0,A10,arr,dpt
SQ425,SQ910,9VSYH,B773,PAX,0.0,MNL,BOM,2019-05-13 06:50:00,2019-05-13 09:30:00,1.0,0.0,1.0,E11,1.0,410.0,570.0,F42,arr,dpt
SQ917,SQ917,9VSYH,B773,PAX,0.0,,MNL,2019-05-13 17:55:00,2019-05-13 23:59:00,1.0,1.0,0.0,465,1.0,1075.0,1439.0,A14,arr,tow
SQ447,SQ938,9VSSF,A333,PAX,0.0,DPS,DAC,2019-05-13 06:05:00,2019-05-13 08:20:00,1.0,0.0,1.0,E28,1.0,365.0,500.0,F60,arr,dpt
SQ939,SQ939,9VSSF,A333,PAX,0.0,,DPS,2019-05-13 14:35:00,2019-05-13 23:59:00,1.0,1.0,0.0,400,1.0,875.0,1439.0,A19,arr,tow
SQ451,SQ876,9VSSB,A333,PAX,0.0,TPE,MLE,2019-05-13 07:10:00,2019-05-13 08:20:00,1.0,0.0,1.0,A9,1.0,430.0,500.0,A16,arr,dpt
SQ877,SQ468,9VSSB,A333,PAX,0.0,CMB,TPE,2019-05-13 18:55:00,2019-05-13 22:20:00,1.0,0.0,1.0,E12,1.0,1135.0,1340.0,F58,arr,dpt
SQ850,SQ850,9VSTU,A333,PAX,0.0,CAN,,2019-05-13 00:00:00,2019-05-13 06:20:00,1.0,0.0,0.0,C1,1.0,0.0,380.0,A21,arr,tow
SQ850,SQ850,9VSTU,A333,PAX,0.0,CAN,,2019-05-13 06:20:00,2019-05-13 08:20:00,0.0,0.0,1.0,B3,1.0,380.0,500.0,A21,tow,dpt
SQ851,SQ452,9VSTU,A333,PAX,0.0,MLE,CAN,2019-05-13 17:30:00,2019-05-13 20:45:00,1.0,0.0,1.0,F42,1.0,1050.0,1245.0,F50,arr,dpt
SQ478,SQ478,9VSMM,A359,PAX,0.0,CPT,,2019-05-13 00:00:00,2019-05-13 01:30:00,1.0,0.0,1.0,A17,1.0,0.0,90.0,B8,arr,dpt
SQ479,SQ632,9VSMA,A359,PAX,0.0,HND,CPT,2019-05-13 06:10:00,2019-05-13 08:00:00,1.0,0.0,1.0,A14,1.0,370.0,480.0,B6,arr,dpt
SQ633,SQ633,9VSMA,A359,PAX,0.0,,HND,2019-05-13 23:05:00,2019-05-13 23:59:00,1.0,0.0,0.0,B10,1.0,1385.0,1439.0,A15,arr,tow
SQ528,SQ528,9VSSH,A333,PAX,0.0,MAA,,2019-05-13 00:00:00,2019-05-13 18:25:00,1.0,0.0,0.0,310,1.0,0.0,1105.0,A19,arr,tow
SQ528,SQ528,9VSSH,A333,PAX,0.0,MAA,,2019-05-13 18:25:00,2019-05-13 20:25:00,0.0,0.0,1.0,B8,1.0,1105.0,1225.0,A19,tow,dpt
SQ529,SQ620,9VSTZ,A333,PAX,0.0,KIX,MAA,2019-05-13 06:10:00,2019-05-13 08:30:00,1.0,0.0,1.0,B10,1.0,370.0,510.0,A18,arr,dpt
SQ621,SQ621,9VSTZ,A333,PAX,0.0,,KIX,2019-05-13 23:05:00,2019-05-13 23:59:00,1.0,0.0,0.0,F34,1.0,1385.0,1439.0,A18,arr,tow
SQ970,SQ970,9VSCA,B78X,PAX,0.0,BKK,,2019-05-13 00:00:00,2019-05-13 07:10:00,1.0,0.0,1.0,F60,1.0,0.0,430.0,E22,arr,dpt
SQ973,SQ602,9VSCA,B78X,PAX,0.0,ICN,BKK,2019-05-13 13:05:00,2019-05-13 14:40:00,1.0,0.0,1.0,B2,1.0,785.0,880.0,A12,arr,dpt
SQ603,SQ622,9VSCF,B78X,PAX,0.0,KIX,ICN,2019-05-13 05:05:00,2019-05-13 13:55:00,1.0,0.0,1.0,A11,1.0,305.0,835.0,A17,arr,dpt
SQ608,SQ608,9VSCG,B78X,PAX,0.0,ICN,,2019-05-13 00:00:00,2019-05-13 00:10:00,1.0,0.0,1.0,B10,1.0,0.0,10.0,A17,arr,dpt
SQ607,SQ946,9VSCG,B78X,PAX,0.0,DPS,ICN,2019-05-13 14:20:00,2019-05-13 16:10:00,1.0,0.0,1.0,F54,1.0,860.0,970.0,E4,arr,dpt
SQ947,SQ947,9VSCG,B78X,PAX,0.0,,DPS,2019-05-13 22:40:00,2019-05-13 23:59:00,1.0,0.0,0.0,B4,1.0,1360.0,1439.0,A17,arr,tow
SQ618,SQ618,9VSCC,B78X,PAX,0.0,KIX,,2019-05-13 00:00:00,2019-05-13 01:25:00,1.0,0.0,1.0,B4,1.0,0.0,85.0,C20,arr,dpt
SQ619,SQ978,9VSCC,B78X,PAX,0.0,BKK,KIX,2019-05-13 16:40:00,2019-05-13 18:30:00,1.0,0.0,1.0,E12,1.0,1000.0,1110.0,E26,arr,dpt
SQ623,SQ623,9VSCB,B78X,PAX,0.0,,KIX,2019-05-13 04:40:00,2019-05-13 23:59:00,1.0,1.0,0.0,469,1.0,280.0,1439.0,A14,arr,tow
SQ630,SQ630,9VSWE,B77W,PAX,0.0,HND,,2019-05-13 00:00:00,2019-05-13 15:05:00,1.0,0.0,0.0,465,1.0,0.0,905.0,B8,arr,tow
SQ630,SQ630,9VSWE,B77W,PAX,0.0,HND,,2019-05-13 15:05:00,2019-05-13 17:05:00,0.0,0.0,1.0,B6,1.0,905.0,1025.0,B8,tow,dpt
SQ801,SQ828,9VSWB,B77W,PAX,0.0,PVG,PEK,2019-05-13 06:20:00,2019-05-13 08:05:00,1.0,0.0,1.0,B8,1.0,380.0,485.0,A13,arr,dpt
SQ831,SQ636,9VSWB,B77W,PAX,0.0,HND,PVG,2019-05-13 19:50:00,2019-05-13 22:50:00,1.0,0.0,1.0,B5,1.0,1190.0,1370.0,A12,arr,dpt
SQ7183,SQ7183,9VSFQ,B744,CGO,0.0,,KIX,2019-05-13 13:40:00,2019-05-13 23:59:00,1.0,1.0,0.0,506,1.0,820.0,1439.0,507,arr,tow
SQ7285,SQ7872,9VSFI,B74Y,CGO,0.0,HKG,MEL,2019-05-13 07:30:00,2019-05-13 21:10:00,1.0,0.0,1.0,510,1.0,450.0,1270.0,509,arr,dpt
SQ7367,SQ7367,9VSFP,B74Y,CGO,0.0,,AMS,2019-05-13 21:15:00,2019-05-13 23:59:00,1.0,0.0,0.0,509,1.0,1275.0,1439.0,505,arr,tow
SQ7370,SQ7370,9VSFK,B74Y,CGO,0.0,BRU,,2019-05-13 00:00:00,2019-05-13 03:00:00,1.0,0.0,1.0,512,1.0,0.0,180.0,604,arr,dpt
SQ7393,SQ7974,9VSFO,B74Y,CGO,0.0,LAX,LHR,2019-05-13 01:15:00,2019-05-13 04:45:00,1.0,0.0,1.0,604,1.0,75.0,285.0,502,arr,dpt
SQ7979,SQ7979,9VSFM,B744,CGO,0.0,,DFW,2019-05-13 18:15:00,2019-05-13 23:59:00,1.0,1.0,0.0,503,1.0,1095.0,1439.0,503,arr,tow
SQ800,SQ800,9VSWZ,B77W,PAX,0.0,PEK,,2019-05-13 00:00:00,2019-05-13 01:10:00,1.0,0.0,1.0,B6,1.0,0.0,70.0,B10,arr,dpt
SQ805,SQ836,9VSWZ,B77W,PAX,0.0,PVG,PEK,2019-05-13 15:20:00,2019-05-13 17:25:00,1.0,0.0,1.0,A12,1.0,920.0,1045.0,B5,arr,dpt
SQ8112,SQ972,9VSSA,A333,PAX,0.0,BKK,PER,2019-05-13 02:30:00,2019-05-13 07:35:00,1.0,0.0,0.0,B1,1.0,150.0,455.0,E20,arr,tow
SQ8112,SQ972,9VSSA,A333,PAX,0.0,BKK,PER,2019-05-13 07:35:00,2019-05-13 09:35:00,0.0,0.0,1.0,E5,1.0,455.0,575.0,E20,tow,dpt
SQ975,SQ948,9VSSA,A333,PAX,0.0,DPS,BKK,2019-05-13 15:40:00,2019-05-13 18:20:00,1.0,0.0,1.0,F31,1.0,940.0,1100.0,F58,arr,dpt
SQ8121,SQ8121,9VSVE,B772,CHT,0.0,SYD,,2019-05-13 00:00:00,2019-05-13 02:00:00,1.0,0.0,1.0,A20,1.0,0.0,120.0,F58,arr,dpt
SQ8122,SQ8122,9VSVE,B772,CHT,0.0,,SYD,2019-05-13 19:15:00,2019-05-13 23:59:00,1.0,1.0,0.0,302,1.0,1155.0,1439.0,F40,arr,tow
SQ826,SQ826,9VSYL,B773,PAX,0.0,PVG,,2019-05-13 00:00:00,2019-05-13 01:15:00,1.0,0.0,1.0,B8,1.0,0.0,75.0,A5,arr,dpt
SQ827,SQ960,9VSYL,B773,PAX,0.0,CGK,PVG,2019-05-13 13:25:00,2019-05-13 15:15:00,1.0,0.0,1.0,F56,1.0,805.0,915.0,E5,arr,dpt
SQ961,SQ961,9VSYL,B773,PAX,0.0,,CGK,2019-05-13 19:50:00,2019-05-13 23:59:00,1.0,0.0,0.0,B6,1.0,1190.0,1439.0,E11,arr,tow
SQ830,SQ830,9VSKZ,A388,PAX,0.0,PVG,,2019-05-13 00:00:00,2019-05-13 09:45:00,1.0,0.0,1.0,A4,1.0,0.0,585.0,A4,arr,dpt
SQ833,SQ833,9VSKZ,A388,PAX,0.0,,PVG,2019-05-13 22:20:00,2019-05-13 23:59:00,1.0,0.0,0.0,E5,1.0,1340.0,1439.0,A10,arr,tow
SQ835,SQ832,9VSRM,B772,PAX,0.0,PVG,PVG,2019-05-13 00:30:00,2019-05-13 01:30:00,1.0,0.0,0.0,B10,1.0,30.0,90.0,A17,arr,tow
SQ835,SQ832,9VSRM,B772,PAX,0.0,PVG,PVG,2019-05-13 01:30:00,2019-05-13 10:45:00,0.0,1.0,0.0,466,1.0,90.0,645.0,A17,tow,tow
SQ835,SQ832,9VSRM,B772,PAX,0.0,PVG,PVG,2019-05-13 10:45:00,2019-05-13 12:45:00,0.0,0.0,1.0,B10,1.0,645.0,765.0,A17,tow,dpt
SQ857,SQ868,9VSQL,B772,PAX,0.0,HKG,HKG,2019-05-13 13:00:00,2019-05-13 17:55:00,1.0,0.0,0.0,C1,1.0,780.0,1075.0,A21,arr,tow
SQ857,SQ868,9VSQL,B772,PAX,0.0,HKG,HKG,2019-05-13 17:55:00,2019-05-13 19:55:00,0.0,0.0,1.0,A3,1.0,1075.0,1195.0,A21,tow,dpt
SQ949,SQ872,9VSTV,A333,PAX,0.0,HKG,DPS,2019-05-13 00:20:00,2019-05-13 12:30:00,1.0,0.0,0.0,400,1.0,20.0,750.0,F50,arr,tow
SQ949,SQ872,9VSTV,A333,PAX,0.0,HKG,DPS,2019-05-13 12:30:00,2019-05-13 14:30:00,0.0,0.0,1.0,A21,1.0,750.0,870.0,F50,tow,dpt
SQ871,SQ871,9VSTV,A333,PAX,0.0,,HKG,2019-05-13 23:55:00,2019-05-13 23:59:00,1.0,0.0,0.0,B5,1.0,1435.0,1439.0,A21,arr,tow
SQ878,SQ878,9VSSD,A333,PAX,0.0,TPE,,2019-05-13 00:00:00,2019-05-13 09:55:00,1.0,0.0,0.0,200,1.0,0.0,595.0,B2,arr,tow
SQ878,SQ878,9VSSD,A333,PAX,0.0,TPE,,2019-05-13 09:55:00,2019-05-13 11:55:00,0.0,0.0,1.0,B6,1.0,595.0,715.0,B2,tow,dpt
SQ879,SQ879,9VSSD,A333,PAX,0.0,,TPE,2019-05-13 22:10:00,2019-05-13 23:59:00,1.0,0.0,0.0,A16,1.0,1330.0,1439.0,E12,arr,tow
SQ951,SQ912,9VSVB,B772,PAX,0.0,MNL,CGK,2019-05-13 08:10:00,2019-05-13 12:00:00,1.0,0.0,1.0,E12,1.0,490.0,720.0,E22,arr,dpt
SQ919,SQ919,9VSVB,B772,PAX,0.0,,MNL,2019-05-13 20:20:00,2019-05-13 23:59:00,1.0,0.0,0.0,A19,1.0,1220.0,1439.0,A2,arr,tow
SQ915,SQ974,9VSSC,A333,PAX,0.0,BKK,MNL,2019-05-13 11:20:00,2019-05-13 12:50:00,1.0,0.0,1.0,E3,1.0,680.0,770.0,F60,arr,dpt
SQ977,SQ977,9VSSC,A333,PAX,0.0,,BKK,2019-05-13 18:55:00,2019-05-13 23:59:00,1.0,1.0,0.0,310,1.0,1135.0,1439.0,A15,arr,tow
SQ916,SQ916,9VSNC,B77W,PAX,0.0,MNL,,2019-05-13 00:00:00,2019-05-13 11:50:00,1.0,0.0,0.0,461,1.0,0.0,710.0,E28,arr,tow
SQ916,SQ916,9VSNC,B77W,PAX,0.0,MNL,,2019-05-13 11:50:00,2019-05-13 13:50:00,0.0,0.0,1.0,F41,1.0,710.0,830.0,E28,tow,dpt
SQ921,SQ921,9VSNC,B77W,PAX,0.0,,MNL,2019-05-13 22:20:00,2019-05-13 23:59:00,1.0,0.0,0.0,A11,1.0,1340.0,1439.0,A14,arr,tow
SQ950,SQ950,9VSYI,B773,PAX,0.0,CGK,,2019-05-13 00:00:00,2019-05-13 06:20:00,1.0,0.0,1.0,F41,1.0,0.0,380.0,E5,arr,dpt
SQ953,SQ958,9VSYI,B773,PAX,0.0,CGK,CGK,2019-05-13 10:45:00,2019-05-13 12:30:00,1.0,0.0,1.0,F56,1.0,645.0,750.0,E26,arr,dpt
SQ959,SQ966,9VSYI,B773,PAX,0.0,CGK,CGK,2019-05-13 17:00:00,2019-05-13 18:30:00,1.0,0.0,1.0,E4,1.0,1020.0,1110.0,F54,arr,dpt
SQ967,SQ967,9VSYI,B773,PAX,0.0,,CGK,2019-05-13 23:05:00,2019-05-13 23:59:00,1.0,0.0,0.0,B2,1.0,1385.0,1439.0,E26,arr,tow
SQ998,SQ998,9VSTR,A333,PAX,0.0,RGN,,2019-05-13 00:00:00,2019-05-13 07:55:00,1.0,0.0,1.0,F54,1.0,0.0,475.0,E8,arr,dpt
SQ997,SQ976,9VSTR,A333,PAX,0.0,BKK,RGN,2019-05-13 15:10:00,2019-05-13 16:00:00,1.0,0.0,1.0,F42,1.0,910.0,960.0,F42,arr,dpt
SQ979,SQ979,9VSTR,A333,PAX,0.0,,BKK,2019-05-13 21:55:00,2019-05-13 23:59:00,1.0,0.0,0.0,A18,1.0,1315.0,1439.0,A19,arr,tow
SV836,SV837,HZAR12,B789,PAX,0.0,JED,JED,2019-05-13 15:30:00,2019-05-13 17:00:00,1.0,0.0,1.0,A21,1.0,930.0,1020.0,A12,arr,dpt
TG402,TG402,HSTKD,B773,PAX,0.0,BKK,,2019-05-13 00:00:00,2019-05-13 07:40:00,1.0,0.0,1.0,D34,1.0,0.0,460.0,D49,arr,dpt
TG413,TG414,HSTKD,B773,PAX,0.0,BKK,BKK,2019-05-13 14:30:00,2019-05-13 15:55:00,1.0,0.0,1.0,C23,1.0,870.0,955.0,C20,arr,dpt
TG401,TG401,HSTKD,B773,PAX,0.0,,BKK,2019-05-13 22:55:00,2019-05-13 23:59:00,1.0,0.0,0.0,D32,1.0,1375.0,1439.0,D49,arr,tow
TG403,TG404,HSTHG,A359,PAX,0.0,BKK,BKK,2019-05-13 11:15:00,2019-05-13 12:25:00,1.0,0.0,1.0,C25,1.0,675.0,745.0,D41,arr,dpt
TG407,TG408,HSTJD,B772,PAX,0.0,BKK,BKK,2019-05-13 17:05:00,2019-05-13 18:15:00,1.0,0.0,1.0,C15,1.0,1025.0,1095.0,C18,arr,dpt
TG409,TG410,HSTHC,A359,PAX,0.0,BKK,BKK,2019-05-13 19:40:00,2019-05-13 20:50:00,1.0,0.0,1.0,C15,1.0,1180.0,1250.0,D49,arr,dpt
TK054,TK055,TCLJI,B77W,PAX,0.0,IST,IST,2019-05-13 17:50:00,2019-05-13 23:25:00,1.0,0.0,1.0,D49,1.0,1070.0,1405.0,D42,arr,dpt
TR897,TR008,9VOJA,B789,PAX,0.0,PER,ICN,2019-05-13 06:10:00,2019-05-13 12:00:00,1.0,0.0,1.0,F50,1.0,370.0,720.0,205,arr,dpt
TR009,TR009,9VOJA,B789,PAX,0.0,,PER,2019-05-13 23:30:00,2019-05-13 23:59:00,1.0,0.0,0.0,E22,1.0,1410.0,1439.0,F31,arr,tow
TR018,TR018,9VOJI,B789,PAX,0.0,MEL,,2019-05-13 00:00:00,2019-05-13 01:35:00,1.0,0.0,1.0,E5,1.0,0.0,95.0,D41,arr,dpt
TR019,TR019,9VOJI,B789,PAX,0.0,,MEL,2019-05-13 18:25:00,2019-05-13 23:59:00,1.0,0.0,0.0,E28,1.0,1105.0,1439.0,D41,arr,tow
TR100,TR100,9VOFH,B788,PAX,0.0,CAN,,2019-05-13 00:00:00,2019-05-13 05:15:00,1.0,0.0,1.0,F33,1.0,0.0,315.0,F54,arr,dpt
TR101,TR596,9VOFH,B788,PAX,0.0,JED,CAN,2019-05-13 14:45:00,2019-05-13 16:20:00,1.0,0.0,1.0,E4,1.0,885.0,980.0,F50,arr,dpt
TR571,TR114,9VTAX,A320,PAX,0.0,NNG,COK,2019-05-13 08:50:00,2019-05-13 10:00:00,1.0,0.0,1.0,E28,0.0,530.0,600.0,F37,arr,dpt
TR115,TR106,9VTAX,A320,PAX,0.0,CAN,NNG,2019-05-13 18:50:00,2019-05-13 22:00:00,1.0,0.0,1.0,E2,0.0,1130.0,1320.0,F56R,arr,dpt
TR107,TR686,9VTRQ,A320,PAX,0.0,KBV,CAN,2019-05-13 07:50:00,2019-05-13 11:30:00,1.0,0.0,1.0,F35L,0.0,470.0,690.0,F35R,arr,dpt
TR687,TR652,9VTRQ,A320,PAX,0.0,HKT,KBV,2019-05-13 16:00:00,2019-05-13 18:20:00,1.0,0.0,1.0,D40R,0.0,960.0,1100.0,F40,arr,dpt
TR653,TR653,9VTRQ,A320,PAX,0.0,,HKT,2019-05-13 22:45:00,2019-05-13 23:59:00,1.0,0.0,0.0,F56R,0.0,1365.0,1439.0,F56R,arr,tow
TR171,TR452,9VTRE,A320,PAX,0.0,KUL,WUX,2019-05-13 05:00:00,2019-05-13 09:45:00,1.0,0.0,1.0,485,0.0,300.0,585.0,D40R,arr,dpt
TR453,TR634,9VTRE,A320,PAX,0.0,HDY,KUL,2019-05-13 12:50:00,2019-05-13 13:35:00,1.0,0.0,1.0,F54,0.0,770.0,815.0,F36,arr,dpt
TR635,TR108,9VTRE,A320,PAX,0.0,SZX,HDY,2019-05-13 17:30:00,2019-05-13 19:00:00,1.0,0.0,1.0,E27R,0.0,1050.0,1140.0,F35R,arr,dpt
TR274,TR274,9VTRR,A320,PAX,0.0,CGK,,2019-05-13 00:00:00,2019-05-13 08:15:00,1.0,0.0,1.0,F30,0.0,0.0,495.0,207,arr,dpt
TR275,TR112,9VTRR,A320,PAX,0.0,KHN,CGK,2019-05-13 12:45:00,2019-05-13 14:25:00,1.0,0.0,1.0,F40,0.0,765.0,865.0,F41,arr,dpt
TR484,TR484,9VTRN,A320,PAX,0.0,IPH,,2019-05-13 00:00:00,2019-05-13 07:45:00,1.0,0.0,1.0,E2,0.0,0.0,465.0,F52R,arr,dpt
TR485,TR252,9VTRN,A320,PAX,0.0,PKU,IPH,2019-05-13 11:05:00,2019-05-13 11:45:00,1.0,0.0,1.0,E2,0.0,665.0,705.0,E1,arr,dpt
TR253,TR134,9VTRN,A320,PAX,0.0,XIY,PKU,2019-05-13 14:40:00,2019-05-13 17:00:00,1.0,0.0,1.0,E27R,0.0,880.0,1020.0,E7,arr,dpt
TR135,TR570,9VTRM,A320,PAX,0.0,COK,XIY,2019-05-13 05:15:00,2019-05-13 06:15:00,1.0,0.0,0.0,F34,0.0,315.0,375.0,E24R,arr,tow
TR135,TR570,9VTRM,A320,PAX,0.0,COK,XIY,2019-05-13 06:15:00,2019-05-13 20:45:00,0.0,1.0,0.0,473,0.0,375.0,1245.0,E24R,tow,tow
TR135,TR570,9VTRM,A320,PAX,0.0,COK,XIY,2019-05-13 20:45:00,2019-05-13 22:45:00,0.0,0.0,1.0,E6,0.0,1245.0,1365.0,E24R,tow,dpt
TR138,TR138,9VOJF,B789,PAX,0.0,TSN,,2019-05-13 00:00:00,2019-05-13 01:30:00,1.0,0.0,1.0,E12,1.0,0.0,90.0,F31,arr,dpt
TR139,TR139,9VOJF,B789,PAX,0.0,,TSN,2019-05-13 15:30:00,2019-05-13 23:59:00,1.0,0.0,0.0,D41,1.0,930.0,1439.0,D40,arr,tow
TR156,TR156,9VOFG,B788,PAX,0.0,SHE,,2019-05-13 00:00:00,2019-05-13 02:55:00,1.0,0.0,1.0,F34,1.0,0.0,175.0,E4,arr,dpt
TR157,TR157,9VOFG,B788,PAX,0.0,,SHE,2019-05-13 17:45:00,2019-05-13 23:59:00,1.0,0.0,0.0,F50,1.0,1065.0,1439.0,E22,arr,tow
TR172,TR172,9VTRX,A320,PAX,0.0,TNA,,2019-05-13 00:00:00,2019-05-13 00:25:00,1.0,0.0,1.0,F36,0.0,0.0,25.0,E24R,arr,dpt
TR173,TR288,9VTRX,A320,PAX,0.0,DPS,TNA,2019-05-13 13:40:00,2019-05-13 15:45:00,1.0,0.0,1.0,E11,0.0,820.0,945.0,F35R,arr,dpt
TR289,TR289,9VTRX,A320,PAX,0.0,,DPS,2019-05-13 22:15:00,2019-05-13 23:59:00,1.0,0.0,0.0,F59R,0.0,1335.0,1439.0,F36,arr,tow
TR735,TR180,9VOFJ,B788,PAX,0.0,NKG,TXL,2019-05-13 04:00:00,2019-05-13 05:00:00,1.0,0.0,0.0,E20,1.0,240.0,300.0,D41,arr,tow
TR735,TR180,9VOFJ,B788,PAX,0.0,NKG,TXL,2019-05-13 05:00:00,2019-05-13 08:30:00,0.0,1.0,0.0,300,1.0,300.0,510.0,D41,tow,tow
TR735,TR180,9VOFJ,B788,PAX,0.0,NKG,TXL,2019-05-13 08:30:00,2019-05-13 10:30:00,0.0,0.0,1.0,E26,1.0,510.0,630.0,D41,tow,dpt
TR181,TR181,9VOFJ,B788,PAX,0.0,,NKG,2019-05-13 22:50:00,2019-05-13 23:59:00,1.0,0.0,0.0,E26,1.0,1370.0,1439.0,F33,arr,tow
TR579,TR188,9VOJB,B789,PAX,0.0,HGH,MAA,2019-05-13 08:15:00,2019-05-13 16:30:00,1.0,0.0,1.0,F33,1.0,495.0,990.0,E4,arr,dpt
TR189,TR189,9VOJH,B789,PAX,0.0,,HGH,2019-05-13 03:45:00,2019-05-13 23:59:00,1.0,0.0,0.0,464,1.0,225.0,1439.0,F33,arr,tow
TR589,TR264,9VTRH,A320,PAX,0.0,SUB,MLE,2019-05-13 04:55:00,2019-05-13 08:15:00,1.0,0.0,1.0,207,0.0,295.0,495.0,E27R,arr,dpt
TR265,TR482,9VTRH,A320,PAX,0.0,IPH,SUB,2019-05-13 13:30:00,2019-05-13 15:25:00,1.0,0.0,1.0,D40L,0.0,810.0,925.0,F59R,arr,dpt
TR483,TR430,9VTRH,A320,PAX,0.0,KCH,IPH,2019-05-13 18:50:00,2019-05-13 20:15:00,1.0,0.0,1.0,E7,0.0,1130.0,1215.0,E7,arr,dpt
TR431,TR431,9VTRH,A320,PAX,0.0,,KCH,2019-05-13 23:55:00,2019-05-13 23:59:00,1.0,0.0,0.0,F41,0.0,1435.0,1439.0,306,arr,tow
TR267,TR426,9VTRV,A320,PAX,0.0,PEN,SUB,2019-05-13 01:00:00,2019-05-13 09:10:00,1.0,0.0,1.0,F36,0.0,60.0,550.0,208,arr,dpt
TR427,TR610,9VTRV,A320,PAX,0.0,BKK,PEN,2019-05-13 12:40:00,2019-05-13 15:25:00,1.0,0.0,1.0,E1,0.0,760.0,925.0,F56R,arr,dpt
TR611,TR611,9VTRV,A320,PAX,0.0,,BKK,2019-05-13 21:05:00,2019-05-13 23:59:00,1.0,0.0,0.0,F52L,0.0,1265.0,1439.0,207,arr,tow
TR273,TR658,9VTAU,A320,PAX,0.0,HKT,CGK,2019-05-13 00:25:00,2019-05-13 07:50:00,1.0,0.0,1.0,E24R,0.0,25.0,470.0,462L,arr,dpt
